"city","description","neighbourhood_cleansed"
"London","Stylish 9th-floor studio with balcony views, king bed, modern kitchen, and chic décor. Convenient location with great transport links.","Hammersmith and Fulham"
"London","Get comfortable and enjoy plenty of extra room at this spacious new flat in a brand new development. Building comes with a car parking space, has a lift, and an intercom and is well insulated. Fully equipped two bed, two bath flat and a large balcony and amenities including dishwasher, washing machine and iron. 10 minutes from a tube and train station and 35 minutes into central London. Large Waitrose and M&S 5-10 minutes away.","Barnet"
"London","We are delighted to present you with our beautifully decorated and newly refurbished two-bedroom home in centrally located Maida Vale, just by Little Venice. Our lovely property entails spacious bedrooms and has a spacious patio. This property is just a minute's walk away from Little Venice, Grand Union Canal, and Regent's Canal.","Westminster"
"London","Your  will be close to everything when you stay at this centrally-located place. Its  located next to high street and very good transport links outside house itself. Places to eat are also abundant and you will be spoiled with choice and competetive prices.","Hounslow"
"London","A bright 1b1b flat on Fulham Palace Road, Hammersmith, London W6, Zone 2.<br /><br />A 2-3 minute walk from the traffic hub with coffee shops, restaurants, shopping centre, grocery stores and more. A short 9-minute stroll brings you to the scenic Thames riverbank.<br /><br />Only 6 minutes from Hammersmith Station (serving Piccadilly, District, Central, and Hammersmith & City lines), this flat offers convenient transport links for families or groups.<br /><br />Bedroom: a double bed<br />Living room: a foldout double sofa bed","Hammersmith and Fulham"
"London","••NEAREST STATION••<br />•••5 minutes walk to Hyde Park, Marble Arch station, Oxford Street and Marylebone. <br />•••12 minutes walk to Paddington Station/Edgware Road Station/Marylebone Station <br />••LOCATION••<br />Our apartment is in heart of London. We are close to the many tourists attractions by walkable. Please see below ⬇️ <br />Mayfair, Soho, Oxford Circus, Tottenham Court Road, Fitzrovia, Regents Park, St. James Park, Buckingham Palace, Victoria.<br />••SHOPPING••<br />Many supermarkets around on the corner.","Westminster"
"London","Hi,<br />my boyfriend and I normally share this great double room. Its part of a flat, which you would share with 2 other people. <br />We are going to explore the South-West part of England for 2 weeks and would be happy to give you the chance to enjoy London","Haringey"
"London","This self-contained studio located on - Level 1 and is accessible by stairs only.  Ideal for guests looking for a quiet, private space to relax, or get some focused work done.<br /><br />Please note: the studio does not receive natural daylight, but it offers a calm, cozy retreat away from the city buzz<br /><br />The space features a double bed, a single armchair, a dining table for 2, a kitchenette and a small private en-suite bathroom <br /><br />Located just a 1-minute walk from Euston Station with great transport links","Camden"
"London","My place is right opposite Clapham Junction station: a gateway into the city of London (10 min to the Southbank and Waterloo; 5 mins to Victoria), close to Battersea Power Station and a short bus ride to the museums at South Kensington and  the restaurants and cafes of Chelsea, and easy train access to the south and south west of England (ever been to Brighton?).  It's a great spot from which to explore London and perfect for a short city break. Suitable for a single person, couple or friends.","Wandsworth"
"London","In East London is this comfortable & well-equipped 1-bedroom flat that’s perfect for up to 4 guests. It provides complete amenities and is within walking distance of the numerous food & retail establishments along Hackney Rd. Great transport links provide easy access to the rest of London. Nearest tube stations and walking time (fast): Bethnal Green, Hoxton (10 mins), Cambridge Heath (5 mins), Whitechapel (15 mins). Nearest bus stop: routes 26,  55 (2 mins).","Tower Hamlets"
"London","Welcome, to our brand new beautifully renovated top floor London Townhouse apartment. <br /><br />Situated on a quiet tree lined residential street, just moments away from vibrant central Tooting. With a vast array of shops, bars and restaurants available to enjoy during your stay. <br /><br />Fast and easy access to the City via Tooting Broadway Tube station is just a short stroll away.<br /><br />We invite you to Kick back and relax in this calm, stylish space.","Wandsworth"
"London","Enjoy a stylish experience at this centrally-located place.","Kensington and Chelsea"
"London","Cozy two-bedroom apartment with independent access, perfect for an affordable stay in central London. The flat features 3 double beds, a fully equipped kitchen with all the basics for cooking, a washing machine, and heating for your comfort. Located in a quiet residential area of central London, this basement-level apartment is just a few steps down (5 steps) from street level. Ideal for travelers seeking a budget-friendly option without compromising on location.","Islington"
"London","Beautiful bright homely 3 bed semi-detached property in a lovely quiet London suburb.  Great connections in to London and out.  Our home is lovely, clean and comfortable. <br /><br />I work from home as a Complementary Therapist, if you are interested I can send you a link to my website if you would like to combine your visit with some relaxing holistic treatments in the comfort of your BnB, such as Reflexology, Massage, Aromatherapy or Reiki.<br /><br />People from all backgrounds are welcome.","Wandsworth"
"London","Bright large room in desired London Fields/Dalston/Hackney Central. Close to Broadway Market, London Fields Public Pool, Victoria Park, Mare Street Indoor Market, Ridley Rd. More restaurants, coffee, bars, gyms, museums and art than you can fit in one stay!<br /><br />All night buses on our doorstep (1min). Hackney Central Overground Train Station (4min) with easy connections to Shoreditch, Liverpool Street Station, Central London and beyond.<br /><br />Experienced host (often out working) happy to welcome you :)","Hackney"
"London","This super stylish and contemporary room is located just 4 minutes walk from Woolwich Arsenal station and the Elizabeth line with links straight into Canary Wharf, Liverpool Street, Tottenham Court Road, Paddington, London Bridge, Charing Cross, Bank and Stratford.<br /><br />It is the perfect space for tourists as well as those working away with the super quick transport links into the city.<br /><br />Please note this is the listing for the private room, not the entire apartment.","Greenwich"
"London","This beautiful and stylish apartment is located in the centre of London perfect for exploring the city.  It is walking distance to a number of underground stations including Bayswater and Paddington and has many lovely restaurants within walking distance.  It features a master bedroom with ensuite bathroom and a second bedroom and bathroom, as well as a spacious living room/kitchen.  The entire flat is private for guests, wifi, clean linens and towels are all provided for guests as with a hotel.","Westminster"
"London","Large private lockable double room on Old Oak Lane 5 mins walk to Willesden Junction station. See our reviews for more info. <br /><br />With double bed linen all furnishings shared kitchen bathroom living room garden in secure 5 bedroom female only shared house. <br />Safe house and neighbourhood ideal for females, solo or first time travellers, tourists, young, working professionals, students within a safe secure friendly female only house.<br />Great transport links near shops, high street and central London","Ealing"
"London","This 26sqm double studio has a queen bed, en-suite bathroom and a little kitchenette for maximum flexibility. Other facilities include flat-screen TVs, free high-speed Wi-Fi, in-room safe and tea/coffee-making facilities.  <br />The studio is ideal choice for guests visiting London for a short period.","Camden"
"London","Experience living as a Londoner in a residential building.<br />A self-contained Studio flat on the 1st floor with a balcony located at the front. The Oakley Square is a protected historic site.<br />Walking distance from Camden market & Kings Cross St Pancras station. Great transport links, 3 minute walk to Mornington Crescent station and bus stops.<br />Plenty of shops, restaurants, bars. KOKO is nearby.<br /><br />24/7 guest support<br />Self Check-in from 1pm<br />A luggage drop off is a subject to availability + fee.","Camden"
"London","Comfort Quaruple Bedroom in Camden Town/Central London. Only couple of minutes walk to Camden Town, Camden Road and Mornington Crescent stations. Also very near to Euston, Kings Cross, Regents Park, London Zoo, and all other Central London touristic amenities. Welcome all to my lovely house!!","Camden"
"London","My place is  minutes away from earls court tube station and close to museums, Olympia exhibition, 24 hrsTesco supermarket. You will love my place because of the high ceilings, South facing balcony, private garden , fully equipped kitchen, modern refurbished bathroom, the comfy bed, and the cosiness. My place is good for couples, solo adventures, business travellers and family (with kid). The building is located in a quiet and safe street. You will find our neighbours are extremely quiet as well.","Kensington and Chelsea"
"London","Spacious 3-bedroom apartment in vibrant Brockley, London. Fully furnished with a modern kitchen, bright living area, and stylish bathroom. Ideal for families, professionals, or sharers, with excellent transport links into central London. Surrounded by independent cafés, green parks, and local markets, the apartment offers both comfort and convenience. A welcoming home in one of London’s most creative and community-focused neighbourhoods.","Lewisham"
"London","Room in Hampstead home for female travellers and visitors to London. <br /><br />We have a large house in Hampstead and provide two large rooms for female guests who need a safe and affordable place to stay in London. <br /><br />In the room you have a double bed, chest of drawers, fitted wardrobe, sink, bedside table. A bathroom is shared with another houseguest (female) on the same floor. Washing machine close to the room. <br /><br />WiFi is good and location is safe and the area is safe and good transport connections.","Camden"
"London","Modern, luminous flat located between Brixton and Camberwell in London, zone 2. The flat has 2 double bedrooms, living room, kitchen, 1 bathroom with bath tub (which is ensuite to the main bedroom), 1 toilet with shower, 1 single sofa bed and all mod cons. <br />** Kindly note the price in the title is for the first 2 people, there's a supplement of £ 5 per person per night for the 3rd, 4th and 5th person staying","Lambeth"
"London","Relax in this calm, stylish home with a beautiful garden, while still being super close to all the great amenities of London. <br /><br />My flat is only a 7 minute walk to<br />Manor House tube station (Piccadilly line) and to Green Lanes, which has excellent shops, restaurants and bars.","Haringey"
"London","Stay in one of Canary Wharf’s most connected addresses at Discovery Dock East. This stylish apartment includes a wood-floored living area, a carpeted bedroom, and a compact kitchen with essential appliances. The property offers strong transport links via South Quay DLR and Canary Wharf Underground. Key amenities: indoor swimming pool, gym, concierge, weekly cleaning, free Wi-Fi, and in-unit laundry. Perfect for business travellers or long-stay professionals in Docklands.","Tower Hamlets"
"London","Cosy and quiet 2-bedroom/2 bath business flat in trendy Spitalfields / London Zone 1. <br />Near Spitalfields market / Petticoat Lane Market / Liverpool Station. <br />With 2 desks - ideal for Business people, Professionals, Couples and Students. <br />Comes completely furnished + equipped with kitchen ware, dishes, towels, fast WIFI,... new windows + coolers.<br />Located in a pedestrian zone, in a quiet and safe area.<br />Feel at home in the heart of London!<br />Special discount for long-term stay - just send a request!","City of London"
"London","Islington studio apartment is completely private you only share the 2x washrooms with 1 other flat, the cleaners come twice a week to clean communal areas. <br /> <br />Post code: N7 6AE <br /><br />The area is only walking distance from all major transport links and shopping facilities, cafes, restaurants, bars and ARSENAL STADIUM<br /> <br />- Fully equipped modern kitchen with modern appliances inside your room <br />Nearest transport links:  <br />1) Holloway Road Underground station (Piccadilly Line). <br />2) Arsenal & Finsbury Park","Islington"
"London","Welcome to my lovely 1-bedroom flat in Oval!<br /><br />Modern and fresh, this fully equipped home is located just minutes away from Oval station, offering excellent connections to Central London.<br /><br />Perfect for couples, families and small groups of friends - everyone welcome!","Lambeth"
"London","Keep it simple at this peaceful and centrally-located place. Just a 3 minute walk to Bethnal Green Overground and 5 minutes from the underground, this is the ideal location to explore. The house is perfect for families or couples looking for a bright and relaxing space to enjoy.","Tower Hamlets"
"London","Take it easy at this unique and tranquil getaway.","Haringey"
"London","Welcome to our stylish 2-bed flat in Sydenham, London. Enjoy ornate fireplaces in every room, a fully equipped kitchen, a sleek bathroom, and cozy living and dining areas. Just a short walk from Mayow Park and the high street, with London Bridge only 30 minutes away by train. Book now for a trendy London getaway!","Lewisham"
"London","En-suite with toilet and bathtub<br />Wardrobe to store personal items<br />Desk/computer chair available<br />A female university student flatmate<br /><br />Cutty Sark DLR 3min<br />Greenwich DLR 5min <br />20min to reach Zone 1 <br />Uber boat to Westminster, O2, etc.<br />Waitrose downstairs<br />2 Tescos, 2 Sainsbury's, 1 self-checking Aldi<br />Building access control with privacy<br />Concierges to collect parcels<br />Surrounded by River Thames view, next to the Cutty Sark Museum, and short walk to Greenwich Park/Observatory<br />Post office for postcards","Greenwich"
"London","Self contained studio apartment located on the ground floor of the building with a standard double bed, kitchenette well equipped for basic cooking, ensuite small bathroom with a walk in shower/ toilet and dining table suitable for 2 people.<br /><br />Just a minute from Euston station, 10 minutes from kings cross station and a 15 minute walk from Camden's buzz. The location allows your to explore the city at ease.","Camden"
"London","Enjoy a stylish experience at this centrally-located place.","Westminster"
"London","Modern studio flat with en suite and kitchen. With privacy of own entrance. Space for one car parking. 4 minutes walk to the nearest train station. 35 mins to London bridge and close to Gatwick airport.<br />Airport transfers can be arranged.","Croydon"
"London","A fantastic base for London, just 4 minutes' walk to West Finchley underground station, with frequent direct trains to Bank, Camden, King's Cross and Waterloo.<br /><br />• 1-bed, 1-bath flat with a 42"" Smart TV and high-end flooring throughout<br />• Fully-equipped kitchen includes a washer-dryer, dishwasher, fridge and oven<br />• Free Wi-Fi<br /><br />We operate several properties in this development. The photos are representative of a typical apartment but the exact unit allocation may differ to the unit shown.","Barnet"
"London","LARGE 1 Bedroom APARTMENT (sleeps 6) IN COVENT GARDEN<br /><br />5 MINS TO UNDERGROUND STATIONS; COVENT GARDEN, LEICESTER SQ, CHARING CROSS <br /><br />5-10 MINS TO MAYFAIR, ST. JAMES’S, LEICESTER SQ, SOHO, THAMES, TRAFALGAR SQ, THAMES, BUCKINGHAM PALACE <br /><br />1 Bed/2 double sofa beds (sleeps 6) <br />1 Bathroom <br />Lift, 100% safe and secure location <br />50” Smart TV in the living room / Netflix (Guest's Login), PS4 <br />43"" Smart TV in the bedroom <br />High-speed Wi-Fi <br />Well-equipped luxury kitchen <br />Nespresso coffee machine","Westminster"
"London","This is a SUPERB and MAGNIFICENT 2 bedroom apartment with an amazing Panoramic view over London as its located in high floor in Edgware Road, minutes walk from Marble Arch and Oxford St !<br /><br />The flatis spacious and can fit up to 8 Person!<br />its also completly renovated with the highest standards and furniture.<br /><br />this would be the perfect accomodation choice for a family or friends in central London","Westminster"
"London","This modern peaceful self contained studio sleeps up to 3 people, it is ideal for a couple or small family. It is in a newly built block of 4 studios tucked away behind the main house. It is very safe and secure and well away from the main road. It is on the first floor up a short flight of stairs and it has French doors overlooking a pretty stone courtyard. There is a kitchenette in the studio for the convenience of preparing simple meals. Double glazed doors ensure it’s quiet and warm.","Richmond upon Thames"
"London","Argyle Apart Hotel provides cost effective luxury, comfortable & affordable accommodation in the heart of North London.<br /><br />We have 13 serviced apartments at our property - clean, practical & homely vibes.<br /><br />Equipped with all essential amenities including high speed WiFi, air conditioning, smart TV & fresh linen/towels/ toiletries.","Islington"
"London","Light and airy private double bedroom in a 3 bed apartment with access to private balcony.<br /><br />Located in the heart of Shoreditch, minutes from Brick Lane, Hoxton Sq and Columbia Road Flower market. It's also easy to connect to the rest of London, being a short walk to several tube stops and with excellent bus connections<br /><br />I provide bed linen and towels. There's a shared living room with HD smart TV, high speed WiFi, a fully equipped kitchen and a washing machine","Hackney"
"London","Enjoy a spacious and private 5-bedroom detached house in a quiet crescent of southwest London. With ensuite bathrooms, generous living area, a fully equipped kitchen, private garden, and free parking, this well-appointed home is ideal for extended stays, business groups, or teams working nearby.<br />Nearby bus routes offer easy access to Wimbledon, Raynes Park, and beyond. Richmond Park, local shops, and other amenities are also close—making this a practical and peaceful base for work or leisure.","Kingston upon Thames"
"London","Beautiful modern flat in Zone 2. The property has its own private balcony and free parking directly outside on weekends. <br /><br />It is 15 min walk into the heart of town and trendy Brixton Village where you will find yourself immersed in shops, restaurants and bars.","Lambeth"
"London","The whole group will enjoy easy access to everything from this centrally located place and right in the middle of wonderful Hackney - convenient for transport","Hackney"
"London","Refurbished in 2011 to a high standard with everything brand new and located on the raised first floor of a beautiful Victorian red brick mansion block in a very nice, safe and extremely quiet area of Fulham.","Hammersmith and Fulham"
"London","Our flat is newly refurbished, with a spacious living / dining area and comfortable bedrooms. The outdoor roof terrace is perfect for summer days and evenings. It is a very short walk from Victoria Park and Bethnal Green and Mile End tube stations. It's surrounded by lovely pubs and restaurants, with all the local shops and supermarkets within a 2 - 5minute walk. It's also a close to The trendy areas of Shoreditch and Hackney","Tower Hamlets"
"London","Welcome to this spacious and inviting 3-bedroom flat located in the vibrant neighborhood of Hackney, London. You'll be immersed in the heart of this trendy London neighborhood, known for its artistic flair, eclectic dining options, and vibrant atmosphere. With public transportation options nearby Such as 5 Minutes walk to Hackney Central and London Fields Station Getting you around Central London within minutes. you'll have easy access to explore the many attractions London has to offer.","Hackney"
"London","Quiet Ground Floor Garden Flat in Teddington with parking.","Richmond upon Thames"
"London","Brand new studio flat for two, with all the necessary amenities you need. This is a quite, peaceful and centrally-located place, only 5 min walk from Turnpike Lane Tube station and the Bus stop. Perfect for couple or any one working in the city as multiple ways to go to city centre. Bustling with shops and restaurants, Turnpike Lane never sleeps. Full heating and hot water available.  Fully newly renovated. <br />Direct train to Heathrow all terminal or Exchange in London Bridge for Gatwick Airport.","Haringey"
"London","Cosy Private Room in the heart of Mile End, East London. This small, windowless room offers a peaceful and secure retreat, with your own set of keys for the main door and bedroom. <br /><br />Situated near the Mile End Park, you'll find green spaces, art galleries, and sports facilities at your doorstep. Just 8 minutes from Mile End Underground Station providing easy access to Central London.<br /><br />Explore local attractions like the historic Roman Road Market and the Regent's Canal within walking distance.","Tower Hamlets"
"London","Your family will be close to everything when you stay at this centrally-located place.","Westminster"
"London","Decent sized room with sofa bed so can nicely act as a living room. Full sky TV package and WIFI. The guest can have full use of the shared bathroom, kitchen and garden. The house is currently occupied by 2 friendly young professional men.","Lambeth"
"London","Trendy and bright one bedroom flat with floor to ceiling windows facing Regent's canal. Stone throw away from Broadway Market, London Fields, Colombia Road Flower Market, Victoria Park and many trendy restaurants and coffee shops. Walking distance from Shoreditch shops and restaurants. Only 5 mins walk to public transport.","Hackney"
"London","My partner and I have a 3 year old daughter and live in a 6 bed house and are just using 2 bedrooms. The room is modern and spacious at the top of our house. This is the only bedroom on the top floor so it is very private and away from the other bedrooms. Cupboards and wardrobes wrap around the room so there is a lot of storage. We also have a cat who is very sweet. <br /><br />Highgate is a very special part of London with parks and Hampstead Heath is nearby. You can get to Oxford Circus in 30 minutes.","Haringey"
"London","I have a beautiful brand new apartment in Dalston/Stoke Newington. It is light and airey and has all new appliances - including a dishwasher and washing machine.  <br /><br />Great for a couple or two friends looking to stay in London.  The apartment is a small gated development and is minutes walks to lots of fun bars and restaurants.  It is 15 minutes walk to Clissold Park and about 8 minutes walk to Dalston Kingsland overgrounds.  Busses also available just 3 minutes walk away.","Hackney"
"London","Visit London and stay in a great location close to the center in Zone 1.<br /><br />Recently refurbished apartment with a wide range of bars, shops and restaurants close by.<br /><br /><br />* Zone 1 central city location close to Borough and London Bridge<br /><br />* Walk to the city center in under 10 minutes<br /><br />* 5 minutes from the underground/tube station<br /><br />* Free WIFI<br /><br />* Receive your own key to both the apartment and your own room<br /><br />* Use of Kitchen<br /><br />* Flexible check-in and check-out and can leave your luggage in the apartment","Southwark"
"London","Stunning detached property by the common","Bromley"
"London","Included amenities: Wifi, Welcome Pack, Toiletries, Area Tips, Cleaning, Fridge Fill Service, Cafetiere, 24/7 Support. <br /><br /><br />A city sanctuary: <br /><br />Ceylon Road II is one of Kensington Olympia’s calmer corners. You enter into the sitting room, where two sofas sit beside the fireplace, and accomplished paintings line every white wall. Beneath that, on the lower ground floor, there’s a kitchen with white cabinets and a mirrored splashback. It leads into the book-lined dining room, which has a table set with candy-striped chairs, and glass doors opening onto the garden. <br /><br />The staircase in the sitting room takes you up to this home’s other bedrooms. On the first floor you’ll find the master bedroom, a serene room with many antiques. It has a smart ensuite with both a bath and a shower. Above that there’s the second bedroom, which has two blue-framed single beds and, again, its own ensuite.: <br /><br /><br />Home Truths: <br /><br />- There is no wardrobe in the","Hammersmith and Fulham"
"London","Discover luxury and convenience in this stylish apartment at 3 Cluny Mews, London. Enjoy air conditioning, a spa-like bathroom, and a private balcony. Perfectly located near shops, restaurants, and excellent transport links, this apartment offers a tranquil retreat with all the comforts of home, including a fully equipped kitchen and a spacious living area.","Kensington and Chelsea"
"London","Spacious and bright two three bedroom duplex flat in this purpose-built block, with large reception / dining area with original parquette floor, and a separate kitchen.","Westminster"
"London","Stylishly renovated home with beautiful natural light, tranquil garden and lovely house guests","Hackney"
"London","Enjoy a stylish experience at this centrally-located place.Enjoy a stylish experience at this centrally-located place. The studio apartment is located in one of London's prime and trendiest locations, home to world artists, creative agencies and tech hubs, it is in the heart of Shoreditch & just off Brick Lane.","Tower Hamlets"
"London","Enjoy a stylish experience at this centrally-located place.<br /><br />Cosy and spotless studio apartment, located in the famous Kensington area in London, Zone 1.<br /><br />Walk distance from famous museums, shops, restaurants and groceries.<br /><br />Perfect for tourist and business stays.<br /><br />One set of towels per guest & bed linen are included.<br /><br />Feel free to send us a message if your dates are not available on the calendar. <br /><br />We will do our best to help you.<br /><br />Looking forward to hosting you!","Kensington and Chelsea"
"London","Your family will be close to everything when you stay at this centrally-located place.","Westminster"
"London","Elegant 3 bedroom house,  well equipped, with beautifully decorated rooms, wrap around patio garden and  fabulous roof terrace. 2 min walk to River Thames. 10 min stroll to Chelsea's iconic King's Road.  5 min walk to historic Battersea Park with its beautiful lake, cafe and Children's Zoo loved by all locals. The stunning Battersea Power Station, London's most exciting new shopping and leisure destination, is also nearby. Next door to Royal College of Art.","Wandsworth"
"London","✅ Ideal for Long-Term Guests<br />- Fully furnished with all essentials for an extended stay<br /><br />- Laundry facilities included – washing machine & drying rack<br /><br />- Flexible sleeping arrangements – perfect for colleagues, families, or solo travellers<br /><br />- Convenient location – close to shops, transport links, and local amenities<br /><br />- Great for relocation, work placements, or temporary housing<br /><br />- Offers comfort, flexibility, and a true home-away-from-home experience<br /><br />📅 Book your extended stay today!","Enfield"
"London","As seen on TV Channel 4 BuildingThe Dream 50 SQM studio is part of a brand new live/work building, with its own entrance, underfloor heating. Your own wet room, and fully fitted small kitchen, with all you need if you want cook. Guests have their own studio space, with a 140 cm firm double bed, furniture for storing things in, and hanging space with hangers. A daybed sofa that’s a comfortable single bed for the third guest, chairs for hanging out, or eating around the dining table.","Lewisham"
"London","3 minute walk to Highbury & Islington Tube Station. 3 minute walk to Highbury Fields park. Walking distance to Upper Street and Angel. In a pretty area with easy and quick access to central London.","Islington"
"London","This studio apartments offer great transport links being 3 minute walking distance to Paddington Station and 10 min walk from Lancaster Gate Station. Some tourist destinations are walking distance like Hyde Park, Oxford Street and Sherlock Holmes Museum. The kitchen has all basic cooking amenities.<br /><br />This type of small buildings in Central London don't offer an elevator.","Westminster"
"London","This comfortable, spacious and cosy home is located in a quiet street just off the River Thames famous Thames Path walk that leads directly to the Cutty Sark and Greenwich town centre(within 8minutes). Situated in the Royal Borough of Greenwich this flat has great accessibility to the 02,Greenwich Park,City Centre & Canary Wharf. <br /><br />The house features a big double bedroom with a comfortable sized double bed. There is parking  and a fully equipped kitchen to create a home away from home.","Greenwich"
"London","I am excited to welcome you to my charming apartment in St Katharine! It features a cozy bedroom with a double bed for two guests and an extra single bed in the living room, perfect for one more. The apartment includes a modern bathroom and a fully equipped kitchen for all your needs. Located in a vibrant area with great dining, attractions, and transport links nearby, this is an ideal base for your stay. I look forward to hosting you in this comfortable and convenient space!","Tower Hamlets"
"London","You’ll love my place because of the friendliness, cosiness and privacy. <br /><br />- decorated to a high standard <br /><br />- fully equipped kitchen<br /><br />-  excellent transport links  to Central London and major shopping centres. <br /><br />- short walk to Sainsburys,  Aldi supermarket and Tesco Express<br /><br />- 10 min walk to Catford town center<br /><br />- short bus ride to great pubs and restaurants <br /><br />- Horniman museum and beautiful parks minutes away<br /><br />-  joggers and cyclists path 2 mins away<br /><br />See my reviews from previous guests","Lewisham"
"London","This is not your usual Airbnb. Enjoy a luxury stay at this beautiful Victorian house. The house has been recently refurbished to a very high standard. The immaculate, high quality finish compliments the beautiful high ceilings and original Victorian details. <br /><br />The house is brilliantly located with both Camden and Kentish Town tube stations close by. All of London is easily accessible and there are great bars and restaurants on the door stop. It’s the perfect London base.","Camden"
"London","Your family will be close to everything when you stay at this centrally-located place.","Westminster"
"London","Room 7: 2 people. <br />1 double bed and 1 single bed. <br />With breakfast. <br />Minimum 2 nights.","Ealing"
"London","Our flat has a large bedroom and spacious living room acceding to a balcony that provide a view over the roofs on Canary Wharf.<br /><br />It is situated in Wapping, within 10 min walking distance from Tower of London and St Katharine's dock.<br />The neighbourhood is very calm and , with old pubs along the Thames river.<br /><br />This","Tower Hamlets"
"London","Undoubtdely the most gorgeous and largest house you will have the chance to experience. <br />Incredibly exclusive custom-made furniture, high-end amenities, massive size (160 sqM) apartment with its own private entrance off a prestigious PRIVATE road facing HYDE PARK.  <br /><br />5-min walk to ROYAL ALBERT HALL;<br />10-min walk to the world renowned HARRODS & the most famous museums: V&A, Science Museum, History Museum, Music Museum.","Kensington and Chelsea"
"London","Hey guys. So i'm trying to rent my room for 2 weeks when i'm gonna be in holidays. It's a big room with two single beds that can be converted in one king size bed. The house is situated in Archway - Zone 2. It's 15 min far from central London (by underground). And 15 min. walking far from Camden Town ( popular destination in London). Also from here you are just 2 min. far till the underground station. Fell free to ask me anything.<br />P.S. I have an x-box in the room + Tv.","Islington"
"London","Large apartment with ensuite (we rent out the entire flat when we go away for holidays) - Get in quick over the Xmas/NY period as it won't last long!<br /><br />Room includes ensuite, double bed, and ample storage/cupboard space.<br /><br />Linen/Towels all included in stay.","Islington"
"London","This is a double room for one person.<br /><br />Please contact me if you are a couple. I can massively reduce the rent for you.<br /><br />We are within 30 minutes of most of the wonderful attractions that London has to offer. A shopping centre 10 mins walk away.","Bexley"
"London","This charming 2-bedroom apartment offers a peaceful retreat in the heart of the city, just moments from Liverpool Street Station and the vibrant Spitalfields Market. Tucked away from the crowds, the property provides a serene living environment with modern amenities, spacious bedrooms, and a cozy living area. Perfect for those seeking tranquility while being steps away from London's best dining, shopping, and transport links.","Tower Hamlets"
"London","Double bed with a shared bathroom in a 4 bedroom close to Central London. <br /><br />- DLR station - 1 min walk. Connecting to Canary Wharf & Bank Station in 20-30 mins.<br />- 3 mins walk to the nearest bus station. <br />-15 mins walk to the Elizabeth line.<br />- Comes with a workstation for those needing to work from home & Fast Wifi.<br />- Super mkt. store (Nisa)-2 mins away<br />- Other super mkts - 15mins.<br />- Its a shared space so pls respect others privace and do not play loud music.<br />- Quiet time - 10 PM to 7 AM<br />Welcome!","Newham"
"London","Stylish & comfortable, this ideally located 2-bedroom flat is just a short walk from the ExCeL Centre & scenic Royal Docks. Perfect for business travellers, event attendees, or those exploring London, this well-equipped flat offers a cosy living space, modern amenities, & excellent transport links. Enjoy easy access to the DLR, Canary Wharf, and London City Airport, all within minutes. Whether you're here for work or leisure, this is your ideal home away from home. Book now for a seamless stay!","Newham"
"London","Welcome to my sun-soaked, one-bedroom flat—a peaceful retreat in the heart of the city. This is my home when it's not yours, so expect charming personal touches that make it feel lived-in and loved.<br /><br />The space is bright and open, with a living area, a dedicated workspace, and a cosy bedroom. It's a short walk from Tower Bridge, London Bridge, and the River Thames, with easy access to two major stations","Tower Hamlets"
"London","Perfect for up to 3 adults and 1 child, this 20 sqm room features a window, king-sized bed with an organic mattress, sofa(bed), and a spacious bathroom. Enjoy modern conveniences like Wi-Fi, TV, air conditioning, in-room safe, hair dryer, organic toiletries, towels, and a desk with storage. Mood and reading lights plus EU/USB sockets complete this comfortable, family-friendly space.","Tower Hamlets"
"London","Bright, spacious and peaceful room that is very centrally located. It's within walking distance from Brick Lane, Shoreditch, Haggerston Park, Columbia Road Flower Market, London Fields, Victoria Park, Old Street, Spitalfields Market, so there's a tons of cool spots nearby to check out, which is why I moved here. I hope you enjoy your stay : )","Tower Hamlets"
"London","Lovely room, amazing Muswell Hill location, transport links, shops, cafés. Free wifi etc","Haringey"
"London","Delightfully restored 2 bedroom Ground Floor Flat within a Victorian house.  Lots of original features combined with modern luxury and a private garden. <br /><br />The local area has a wealth of excellent restaurants, bars, and pubs within easy walking distance.<br /><br />Situated 5 minutes walk from Victoria Line, Piccadilly Line and Overground stations.  This the perfect location for exploring London or for a Business trip with Oxford Circus, Covent Garden, Shoreditch and the City all just 10 minutes ride away.","Islington"
"London","Flat 2 is a bright and well-designed studio located in the heart of Golders Green. It features a comfortable sleeping area, a compact kitchen with essential appliances, and a private bathroom. Ideal for solo travellers or couples looking for a quiet and convenient place to stay, the flat is within walking distance of shops, cafés, and Golders Green Station, offering easy access to central London. A simple and peaceful retreat in a well-connected neighbourhood.","Barnet"
"London","Spacious and light 4 double bedrooms, 2 bathroom, 1st floor & 2nd floor flat in Wandsworth, London period flat.  <br /><br />Huge lounge, high ceilings, wood floors, separate kitchen, balcony and private garden.<br /><br />Walking distance to:  <br />* Excellent transport (Chelsea, West End, City and airports)<br />* 3 mins to supermarkets, chemists, restaurants, coffee shops  <br />* Southside shopping and leisure centre  <br />* Numerous adult & kids activities<br />* Moments from Wandsworth Common (lake, tennis, cafe, picnics)","Wandsworth"
"London","Kick back and relax in this calm, stylish space. A bedroom suitable for one person or a couple, with access to central London (West Norwood & Tusle Hill to London Bridge and London Victoria) by train (direct 20-30 mins), bus and tube. Stay with a host who has lived in the city for over 10 years and can help with recommendations. This place is ideal if you need a space to work in London for a few days or are visiting on holiday.","Lambeth"
